features.init_block.conv.conv,features.stage1.unit1.body.conv1.conv,features.stage1.unit1.body.conv2.conv,features.stage1.unit1.body.conv3.conv,features.stage1.unit1.identity_conv.conv,features.stage1.unit2.body.conv1.conv,features.stage1.unit2.body.conv2.conv,features.stage1.unit2.body.conv3.conv,features.stage1.unit3.body.conv1.conv,features.stage1.unit3.body.conv2.conv,features.stage1.unit3.body.conv3.conv,features.stage2.unit1.body.conv1.conv,features.stage2.unit1.body.conv2.conv,features.stage2.unit1.body.conv3.conv,features.stage2.unit1.identity_conv.conv,features.stage2.unit2.body.conv1.conv,features.stage2.unit2.body.conv2.conv,features.stage2.unit2.body.conv3.conv,features.stage2.unit3.body.conv1.conv,features.stage2.unit3.body.conv2.conv,features.stage2.unit3.body.conv3.conv,features.stage2.unit4.body.conv1.conv,features.stage2.unit4.body.conv2.conv,features.stage2.unit4.body.conv3.conv,features.stage3.unit1.body.conv1.conv,features.stage3.unit1.body.conv2.conv,features.stage3.unit1.body.conv3.conv,features.stage3.unit1.identity_conv.conv,features.stage3.unit2.body.conv1.conv,features.stage3.unit2.body.conv2.conv,features.stage3.unit2.body.conv3.conv,features.stage3.unit3.body.conv1.conv,features.stage3.unit3.body.conv2.conv,features.stage3.unit3.body.conv3.conv,features.stage3.unit4.body.conv1.conv,features.stage3.unit4.body.conv2.conv,features.stage3.unit4.body.conv3.conv,features.stage3.unit5.body.conv1.conv,features.stage3.unit5.body.conv2.conv,features.stage3.unit5.body.conv3.conv,features.stage3.unit6.body.conv1.conv,features.stage3.unit6.body.conv2.conv,features.stage3.unit6.body.conv3.conv,features.stage4.unit1.body.conv1.conv,features.stage4.unit1.body.conv2.conv,features.stage4.unit1.body.conv3.conv,features.stage4.unit1.identity_conv.conv,features.stage4.unit2.body.conv1.conv,features.stage4.unit2.body.conv2.conv,features.stage4.unit2.body.conv3.conv,features.stage4.unit3.body.conv1.conv,features.stage4.unit3.body.conv2.conv,features.stage4.unit3.body.conv3.conv,output
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1357118279754626,2.1494242165129043,2.1489943746552203,2.153296664260039,2.1472758666503515,2.157607567054386,2.157607567054386,2.160630333090769,2.152435517835102,2.15717608869025,2.154589029929525,2.155451037931604,2.157607567054386,2.1593343437266035,2.1589025200416665,2.160198250233877,2.1558821712510845,2.1558821712510845,2.158039131722825,2.15717608869025,2.156744696613157,2.1619271002818783,2.157607567054386,2.159766253784915,2.145987887562727,2.159766253784915,2.162359528943359,2.1182705977588685,2.1563133908058534,2.1589025200416665,2.158039131722825,2.1541581552124467,2.1593343437266035,2.1589025200416665,2.1558821712510845,2.15717608869025,2.1558821712510845,2.1589025200416665,2.159766253784915,2.155451037931604,2.157607567054386,2.1558821712510845,2.157607567054386,2.1541581552124467,2.153296664260039,2.1030738234923723,2.1537273666616956,2.1507142580165617,2.1489943746552203,2.1451296640638446,2.1451296640638446,2.0680373139923276,2.1584707827128295,2.1081272623697567
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1267606489321853,2.1369936395772737,2.140843692136302,2.142985606607181,2.136566283586382,2.1404155662118938,2.1387039185092935,2.1387039185092935,2.1399875259041092,2.1374210810479117,2.140843692136302,2.1451296640638446,2.14170020090349,2.1387039185092935,2.1442717837857135,2.142985606607181,2.1404155662118938,2.1348577140784397,2.140843692136302,2.1378486080153927,2.14170020090349,2.142557052342714,2.1387039185092935,2.1369936395772737,2.1404155662118938,2.1369936395772737,2.1399875259041092,2.1182705977588685,2.1357118279754626,2.14170020090349,2.1387039185092935,2.1412719036944576,2.1378486080153927,2.1378486080153927,2.1374210810479117,2.1387039185092935,2.1391317020699256,2.1369936395772737,2.1369936395772737,2.1399875259041092,2.1378486080153927,2.140843692136302,2.1442717837857135,2.1357118279754626,2.1399875259041092,2.1102364440472,2.078403394166734,2.1387039185092935,2.1374210810479117,2.1361390130581417,2.1293142935912623,2.058134520602656,2.1442717837857135,2.1148840747433253
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.142985606607181,2.1489943746552203,2.158039131722825,2.160198250233877,2.1593343437266035,2.1563133908058534,2.157607567054386,2.160198250233877,2.158039131722825,2.1593343437266035,2.1632246457667663,2.1550199908301644,2.15717608869025,2.156744696613157,2.1485646187573115,2.1550199908301644,2.155451037931604,2.159766253784915,2.1584707827128295,2.161062502372875,2.158039131722825,2.157607567054386,2.162359528943359,2.161062502372875,2.15717608869025,2.1537273666616956,2.1550199908301644,2.1348577140784397,2.1589025200416665,2.162359528943359,2.161062502372875,2.1558821712510845,2.159766253784915,2.158039131722825,2.159766253784915,2.1593343437266035,2.1619271002818783,2.160630333090769,2.155451037931604,2.157607567054386,2.15717608869025,2.160198250233877,2.161494758097481,2.158039131722825,2.1593343437266035,2.1229359230500777,2.090075103458033,2.1537273666616956,2.0189952768968404,2.1434142465910715,2.1494242165129043,2.0680373139923276,2.1640901087061213,2.1153070938587755
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.100971800855367,2.1148840747433253,2.1208140482412547,2.1174234589588203,2.1127702477582266,2.1191180754822168,2.1246349513092064,2.121238253470012,2.11657665894653,2.1220869184930886,2.1229359230500777,2.1178469860019047,2.116153385943452,2.12038992784506,2.1119253086582095,2.1225113783213554,2.125059920795,2.1233605526962367,2.1220869184930886,2.1220869184930886,2.1242100668088106,2.119541941482501,2.1225113783213554,2.1208140482412547,2.113615524901488,2.1233605526962367,2.1233605526962367,2.0925846990383787,2.1174234589588203,2.1233605526962367,2.121238253470012,2.1237852672768183,2.1225113783213554,2.1246349513092064,2.1246349513092064,2.1242100668088106,2.1199658922644624,2.1246349513092064,2.1220869184930886,2.1216625435482994,2.1220869184930886,2.1259101147907815,2.121238253470012,2.12038992784506,2.1263353393347764,2.088821434534245,2.0643181950383624,2.1254849752831912,2.007318998231451,2.1081272623697567,2.108548929987587,2.079650810390679,2.1237852672768183,2.061017926844913
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.089239240600366,2.104756955714288,2.106862765399361,2.104756955714288,2.098032498326026,2.108548929987587,2.1026532507863465,2.099711595874154,2.108548929987587,2.104336046415478,2.100131580190361,2.1093925182659894,2.104336046415478,2.105177949203376,2.10391522129011,2.1034944803213516,2.105177949203376,2.1072841800925053,2.1022327621864507,2.105599026899583,2.1119253086582095,2.099711595874154,2.106862765399361,2.1026532507863465,2.098452146789139,2.105599026899583,2.1060201888197514,2.072177527453703,2.101812357675866,2.106862765399361,2.101812357675866,2.1123477359612632,2.105177949203376,2.1030738234923723,2.1060201888197514,2.100131580190361,2.105177949203376,2.105599026899583,2.105599026899583,2.1064414349807272,2.107705679077017,2.1030738234923723,2.105599026899583,2.1102364440472,2.1072841800925053,2.0684509628186305,2.0495084829754138,2.1093925182659894,1.9209118592684187,2.104756955714288,2.0950973079410535,2.0667968637762106,2.104756955714288,2.0462318913749393
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1144611402232383,2.1157301975865095,2.1220869184930886,2.119541941482501,2.1237852672768183,2.1284627381962586,2.1242100668088106,2.1191180754822168,2.1229359230500777,2.1259101147907815,2.1305922655206566,2.1293142935912623,2.1229359230500777,2.12038992784506,2.11657665894653,2.1216625435482994,2.1259101147907815,2.1242100668088106,2.1237852672768183,2.1254849752831912,2.1263353393347764,2.1263353393347764,2.1254849752831912,2.1233605526962367,2.1174234589588203,2.1246349513092064,2.1254849752831912,2.089239240600366,2.1216625435482994,2.1199658922644624,2.1284627381962586,2.125059920795,2.1216625435482994,2.1267606489321853,2.12038992784506,2.127611523355298,2.1199658922644624,2.1157301975865095,2.1220869184930886,2.1237852672768183,2.131018426588447,2.1233605526962367,2.1297401990391056,2.1233605526962367,2.1242100668088106,2.088821434534245,2.067210264487659,2.1237852672768183,1.9067495765829263,2.108548929987587,2.1115029658321682,2.0863163521628367,2.1263353393347764,2.065144087483855
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1060201888197514,2.131018426588447,2.1305922655206566,2.1374210810479117,2.1267606489321853,2.133577183647538,2.1314446728969747,2.134430785229932,2.1284627381962586,2.1391317020699256,2.135284728321256,2.1327239234374975,2.1293142935912623,2.1361390130581417,2.1297401990391056,2.1369936395772737,2.1395595711958255,2.1369936395772737,2.1357118279754626,2.136566283586382,2.1293142935912623,2.1314446728969747,2.133577183647538,2.1357118279754626,2.1199658922644624,2.14170020090349,2.131018426588447,2.089239240600366,2.1369936395772737,2.1382762204968184,2.133577183647538,2.1357118279754626,2.1254849752831912,2.1293142935912623,2.1318710044632896,2.1314446728969747,2.1387039185092935,2.131018426588447,2.134430785229932,2.135284728321256,2.1305922655206566,2.134003941758656,2.135284728321256,2.1369936395772737,2.1293142935912623,2.0863163521628367,2.0730065642609916,2.132297421304445,1.7878253624977862,2.1089706819473744,2.1174234589588203,2.08173150137317,2.135284728321256,2.068864694382971
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1318710044632896,2.14212858378053,2.1515747157998524,2.143842972311533,2.151144443885318,2.1485646187573115,2.147705364772062,2.1489943746552203,2.15717608869025,2.150284158176376,2.151144443885318,2.146846454419676,2.152435517835102,2.146846454419676,2.1485646187573115,2.1485646187573115,2.157607567054386,2.152435517835102,2.1537273666616956,2.1558821712510845,2.147705364772062,2.1455587329021113,2.145987887562727,2.1489943746552203,2.1412719036944576,2.1563133908058534,2.154589029929525,2.12038992784506,2.1520050737773753,2.1520050737773753,2.1485646187573115,2.1489943746552203,2.145987887562727,2.150284158176376,2.154589029929525,2.1537273666616956,2.1451296640638446,2.1485646187573115,2.1528660479902495,2.1558821712510845,2.1489943746552203,2.1220869184930886,2.152435517835102,2.146846454419676,2.1481349488019874,2.110658533543552,2.0854819925050276,2.146417128062859,1.8667519583455912,2.1391317020699256,2.132297421304445,2.0959355144943643,2.1537273666616956,2.070934593854598
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1093925182659894,2.121238253470012,2.1178469860019047,2.119541941482501,2.1220869184930886,2.1314446728969747,2.1305922655206566,2.1263353393347764,2.127186043600021,2.127611523355298,2.1254849752831912,2.1314446728969747,2.134003941758656,2.1297401990391056,2.1267606489321853,2.1229359230500777,2.1293142935912623,2.1254849752831912,2.125059920795,2.127186043600021,2.131018426588447,2.1314446728969747,2.128888473315991,2.1254849752831912,2.131018426588447,2.1297401990391056,2.1267606489321853,2.1034944803213516,2.1242100668088106,2.1225113783213554,2.1246349513092064,2.1233605526962367,2.1225113783213554,2.1208140482412547,2.1284627381962586,2.1259101147907815,2.1280370882150366,2.1263353393347764,2.1293142935912623,2.1318710044632896,2.1267606489321853,2.118694294246657,2.125059920795,2.1301661896765576,2.1242100668088106,2.086733657162378,2.0959355144943643,2.1284627381962586,1.8496565995583272,2.121238253470012,2.121238253470012,2.0754956653000365,2.1267606489321853,2.058134520602656
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.113615524901488,2.127611523355298,2.1242100668088106,2.1284627381962586,2.1293142935912623,2.1297401990391056,2.133577183647538,2.1297401990391056,2.127186043600021,2.1318710044632896,2.131018426588447,2.132297421304445,2.1327239234374975,2.1301661896765576,2.1284627381962586,2.1357118279754626,2.1280370882150366,2.128888473315991,2.1280370882150366,2.134003941758656,2.128888473315991,2.127186043600021,2.1280370882150366,2.1357118279754626,2.1144611402232383,2.1259101147907815,2.1305922655206566,2.098032498326026,2.1331505108795077,2.132297421304445,2.131018426588447,2.1293142935912623,2.1314446728969747,2.1314446728969747,2.132297421304445,2.1254849752831912,2.128888473315991,2.127186043600021,2.1293142935912623,2.1305922655206566,2.1220869184930886,2.100971800855367,2.1314446728969747,2.132297421304445,2.128888473315991,2.0976129337842138,2.072177527453703,2.127186043600021,1.8746088043977922,2.1199658922644624,2.119541941482501,2.077572199059172,2.127186043600021,2.0569000102804265
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1280370882150366,2.1442717837857135,2.1528660479902495,2.1541581552124467,2.1451296640638446,2.1537273666616956,2.1489943746552203,2.153296664260039,2.143842972311533,2.1481349488019874,2.1494242165129043,2.146846454419676,2.152435517835102,2.1507142580165617,2.1485646187573115,2.152435517835102,2.147705364772062,2.1489943746552203,2.1494242165129043,2.1485646187573115,2.1528660479902495,2.150284158176376,2.1494242165129043,2.149854144347557,2.1387039185092935,2.1520050737773753,2.145987887562727,2.1127702477582266,2.151144443885318,2.150284158176376,2.146417128062859,2.1485646187573115,2.153296664260039,2.1485646187573115,2.1481349488019874,2.146417128062859,2.1447006810307654,2.1537273666616956,2.1494242165129043,2.1412719036944576,2.150284158176376,2.1233605526962367,2.142557052342714,2.1485646187573115,2.151144443885318,2.1178469860019047,2.0971934531469185,2.140843692136302,1.910949043371091,2.1369936395772737,2.14212858378053,2.0955163693073815,2.1412719036944576,2.0767413363631655
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.131018426588447,2.1297401990391056,2.146846454419676,2.143842972311533,2.133577183647538,2.1391317020699256,2.1395595711958255,2.14212858378053,2.1361390130581417,2.1382762204968184,2.1412719036944576,2.142557052342714,2.143842972311533,2.1391317020699256,2.146417128062859,2.145987887562727,2.146417128062859,2.146846454419676,2.140843692136302,2.1412719036944576,2.14212858378053,2.1515747157998524,2.1391317020699256,2.1434142465910715,2.1412719036944576,2.1434142465910715,2.1395595711958255,2.1115029658321682,2.14170020090349,2.136566283586382,2.1412719036944576,2.1404155662118938,2.1455587329021113,2.149854144347557,2.142985606607181,2.1455587329021113,2.1314446728969747,2.1395595711958255,2.145987887562727,2.142985606607181,2.143842972311533,2.1254849752831912,2.142557052342714,2.1399875259041092,2.1387039185092935,2.113615524901488,2.100131580190361,2.145987887562727,1.9189919075450077,2.1267606489321853,2.1357118279754626,2.0854819925050276,2.1442717837857135,2.0713488221948224
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
