Epoch_15_Step_0,0.72329485
Epoch_15_Step_50,0.6525885
Epoch_15_Step_100,0.70709765
Epoch_15_Step_150,0.699697
Epoch_15_Step_200,0.61364126
Epoch_15_Step_250,0.55794454
Epoch_15_Step_300,0.6431292
Epoch_15_Step_350,0.66831803
Epoch_15_Step_400,0.7451062
Epoch_15_Step_450,0.704123
Epoch_15_Step_500,0.65107685
Epoch_15_Step_550,0.5800744
Epoch_15_Step_600,0.6558797
Epoch_15_Step_650,0.5699585
Epoch_15_Step_700,0.6623099
Epoch_15_Step_750,0.69520074
Epoch_15_Step_800,0.5810327
Epoch_15_Step_850,0.74865603
Epoch_15_Step_900,0.626333
Epoch_15_Step_950,0.7090947
Epoch_15_Step_1000,0.7295177
Epoch_15_Step_1050,0.6034608
Epoch_15_Step_1100,0.5761365
Epoch_15_Step_1150,0.68295944
Epoch_15_Step_1200,0.6423427
Epoch_15_Step_1250,0.58960414
Epoch_15_Step_1300,0.6237525
Epoch_15_Step_1350,0.6153883
Epoch_15_Step_1400,0.64453006
Epoch_15_Step_1450,0.70361555
Epoch_15_Step_1500,0.66686094
Epoch_15_Step_1550,0.7109071
Epoch_15_Step_1600,0.6888411
Epoch_15_Step_1650,0.7220248
Epoch_15_Step_1700,0.6321647
Epoch_15_Step_1750,0.76248556
Epoch_15_Step_1800,0.6511109
Epoch_15_Step_1850,0.62184185
Epoch_15_Step_1900,0.6773081
Epoch_15_Step_1950,0.5760715
Epoch_15_Step_2000,0.74385756
Epoch_15_Step_2050,0.64064455
Epoch_15_Step_2100,0.74061275
Epoch_15_Step_2150,0.610968
Epoch_15_Step_2200,0.78023034
Epoch_15_Step_2250,0.6057185
Epoch_15_Step_2300,0.6230334
Epoch_15_Step_2350,0.6698068
Epoch_15_Step_2400,0.65584505
Epoch_15_Step_2450,0.6484201
Epoch_15_Step_2500,0.66819763
Epoch_16_Step_0,0.6953521
Epoch_16_Step_50,0.6401954
Epoch_16_Step_100,0.70473313
Epoch_16_Step_150,0.74370646
Epoch_16_Step_200,0.62622035
Epoch_16_Step_250,0.68024087
Epoch_16_Step_300,0.7081284
Epoch_16_Step_350,0.5731861
Epoch_16_Step_400,0.6489029
Epoch_16_Step_450,0.6600507
Epoch_16_Step_500,0.63328034
Epoch_16_Step_550,0.70882946
Epoch_16_Step_600,0.6462804
Epoch_16_Step_650,0.6995833
Epoch_16_Step_700,0.6673076
Epoch_16_Step_750,0.721448
Epoch_16_Step_800,0.6272366
Epoch_16_Step_850,0.7235716
Epoch_16_Step_900,0.5735979
Epoch_16_Step_950,0.67007613
Epoch_16_Step_1000,0.576709
Epoch_16_Step_1050,0.5811287
Epoch_16_Step_1100,0.6576261
Epoch_16_Step_1150,0.6820257
Epoch_16_Step_1200,0.5887863
Epoch_16_Step_1250,0.6400038
Epoch_16_Step_1300,0.5936466
Epoch_16_Step_1350,0.46519667
Epoch_16_Step_1400,0.7008786
Epoch_16_Step_1450,0.666112
Epoch_16_Step_1500,0.57900107
Epoch_16_Step_1550,0.6246923
Epoch_16_Step_1600,0.7621686
Epoch_16_Step_1650,0.71867466
Epoch_16_Step_1700,0.59842604
Epoch_16_Step_1750,0.66673756
Epoch_16_Step_1800,0.69638133
Epoch_16_Step_1850,0.7493785
Epoch_16_Step_1900,0.6121036
Epoch_16_Step_1950,0.6406708
Epoch_16_Step_2000,0.62441707
Epoch_16_Step_2050,0.72434646
Epoch_16_Step_2100,0.5893425
Epoch_16_Step_2150,0.693826
Epoch_16_Step_2200,0.6164236
Epoch_16_Step_2250,0.6646959
Epoch_16_Step_2300,0.65242666
Epoch_16_Step_2350,0.8083927
Epoch_16_Step_2400,0.72997755
Epoch_16_Step_2450,0.60307753
Epoch_16_Step_2500,0.7198107
Epoch_17_Step_0,0.6689314
Epoch_17_Step_50,0.6815899
Epoch_17_Step_100,0.67720896
Epoch_17_Step_150,0.6040595
Epoch_17_Step_200,0.6186286
Epoch_17_Step_250,0.6018516
Epoch_17_Step_300,0.7161622
Epoch_17_Step_350,0.6318751
Epoch_17_Step_400,0.6213142
Epoch_17_Step_450,0.53695214
Epoch_17_Step_500,0.5826561
Epoch_17_Step_550,0.64599496
Epoch_17_Step_600,0.6294782
Epoch_17_Step_650,0.72061545
Epoch_17_Step_700,0.6711694
Epoch_17_Step_750,0.61057377
Epoch_17_Step_800,0.6673485
Epoch_17_Step_850,0.62687767
Epoch_17_Step_900,0.5727822
Epoch_17_Step_950,0.6825128
Epoch_17_Step_1000,0.58734626
Epoch_17_Step_1050,0.67116326
Epoch_17_Step_1100,0.70533836
Epoch_17_Step_1150,0.64063656
Epoch_17_Step_1200,0.5836567
Epoch_17_Step_1250,0.691523
Epoch_17_Step_1300,0.6784088
Epoch_17_Step_1350,0.6198632
Epoch_17_Step_1400,0.65665275
Epoch_17_Step_1450,0.695158
Epoch_17_Step_1500,0.62729406
Epoch_17_Step_1550,0.67373854
Epoch_17_Step_1600,0.60885125
Epoch_17_Step_1650,0.76645666
Epoch_17_Step_1700,0.65331984
Epoch_17_Step_1750,0.5252618
Epoch_17_Step_1800,0.6827182
Epoch_17_Step_1850,0.6134369
Epoch_17_Step_1900,0.621404
Epoch_17_Step_1950,0.57629085
Epoch_17_Step_2000,0.59649044
Epoch_17_Step_2050,0.567106
Epoch_17_Step_2100,0.5614938
Epoch_17_Step_2150,0.63100547
Epoch_17_Step_2200,0.6703562
Epoch_17_Step_2250,0.6852986
Epoch_17_Step_2300,0.5768252
Epoch_17_Step_2350,0.6809235
Epoch_17_Step_2400,0.5373187
Epoch_17_Step_2450,0.56667346
